team,year,medal,sport,name
United States,1904,Gold,Tennis,Beals Coleman Wright
United States,1904,Gold,Boxing,"Albert ""Al"" Young (Jung-)"
Germany,1904,Bronze,Swimming,Georg Zacharias
Germany,1904,Gold,Swimming,Georg Zacharias
United States,1904,Bronze,Wrestling,"Albert Conrad ""Al"" Zirkel"
Germany,1906,Bronze,Cycling,Karl Arnold
Germany,1906,Silver,Swimming,Ernst Friedrich Bahnmeyer
France,1906,Silver,Cycling,Maurice Charles Adolphe Bardonneau
France,1906,Silver,Cycling,Maurice Charles Adolphe Bardonneau
Australia,1906,Bronze,Athletics,Nigel Chase Barker
Australia,1906,Bronze,Athletics,Nigel Chase Barker
United States,1906,Gold,Athletics,George Valentine Bonhag
Germany,1906,Gold,Tug-Of-War,Wilhelm Heinrich Born
Great Britain,1906,Silver,Cycling,"Herbert Clifford ""Bert"" Bouffler"
Italy,1906,Silver,Gymnastics,G. Alberto Braglia
Italy,1906,Silver,Gymnastics,G. Alberto Braglia
Italy,1906,Silver,Weightlifting,Tullio Camillotti
Sweden,1906,Bronze,Shooting,Gustaf Vilhelm Carlberg
Germany,1906,Silver,Fencing,Gustav Casmir
Germany,1906,Silver,Fencing,Gustav Casmir
Germany,1906,Gold,Fencing,Gustav Casmir
Germany,1906,Gold,Fencing,Gustav Casmir
Italy,1906,Bronze,Fencing,Federico Secondo Cesarano
France,1906,Bronze,Gymnastics,Georges Charmoille
France,1906,Bronze,Gymnastics,Georges Charmoille
United States,1906,Bronze,Athletics,"Thomas Francis ""Tom"" Cronan"
Great Britain,1906,Silver,Cycling,Herbert Crowther
Great Britain,1906,Silver,Cycling,Herbert Crowther
Sweden,1906,Bronze,Athletics,Edward Martin Dahl
United States,1906,Gold,Swimming,"Charles Meldrum ""Charlie"" Daniels"
Hungary,1906,Silver,Athletics,Mihly Dvid
France,1906,Silver,Shooting,"Marie Joseph ""Raoul"" le Borgne de Boigne"
France,1906,Bronze,Shooting,"Marie Joseph ""Raoul"" le Borgne de Boigne"
France,1906,Bronze,Shooting,"Marie Joseph ""Raoul"" le Borgne de Boigne"
France,1906,Gold,Fencing,Louis Verrant Gabriel Le Bailly de la Falaise
France,1906,Gold,Fencing,Louis Verrant Gabriel Le Bailly de la Falaise
France,1906,Gold,Tennis,Cornlie Gilberte Marie Dcugis (Flameng-)
France,1906,Gold,Tennis,"Maxime Omer Mathieu ""Max"" Omer-Dcugis"
France,1906,Gold,Tennis,"Maxime Omer Mathieu ""Max"" Omer-Dcugis"
France,1906,Gold,Tennis,"Maxime Omer Mathieu ""Max"" Omer-Dcugis"
France,1906,Gold,Rowing,Marcel Carlos Paul Gaston Delaplane (De la Plane-)
Great Britain,1906,Bronze,Swimming,"John Henry ""Rob"" Derbyshire"
Great Britain,1906,Silver,Fencing,William Henry Grenfell
France,1906,Bronze,Fencing,Pierre Georges Louis Gaston d'Hugues
France,1906,Gold,Fencing,Pierre Georges Louis Gaston d'Hugues
France,1906,Gold,Fencing,Georges Arthur Dillon-Kavanagh du Fertagh
France,1906,Silver,Fencing,Georges Arthur Dillon-Kavanagh du Fertagh
France,1906,Gold,Fencing,Georges Arthur Dillon-Kavanagh du Fertagh
Germany,1906,Gold,Tug-Of-War,"Wilhelm ""Willy"" Drr"
Great Britain,1906,Silver,Fencing,Cosmo Edmund Duff-Gordon
Germany,1906,Bronze,Athletics,"John Vinzenz Andrew de Villiers ""Vincent"" Duncker"
Germany,1906,Gold,Fencing,Jakob Erckrath de Bary
Hungary,1906,Silver,Gymnastics,Bla Erdi
United States,1906,Gold,Athletics,"Raymond Clarence ""Ray"" Ewry"
United States,1906,Gold,Athletics,"Raymond Clarence ""Ray"" Ewry"
France,1906,Bronze,Shooting,Maurice Faure
France,1906,Silver,Shooting,Jean Fouconnier
France,1906,Gold,Shooting,Jean Fouconnier
France,1906,Bronze,Shooting,Jean Fouconnier
United States,1906,Bronze,Athletics,William Gottlieb (Wilhelm-) Frank
United States,1906,Bronze,Athletics,Hugo Morris Friend
Italy,1906,Silver,Fencing,Carlo Gandini
France,1906,Silver,Tennis,Marie Claude Maurice Germot
France,1906,Gold,Tennis,Marie Claude Maurice Germot
United States,1906,Bronze,Athletics,"Edward Chester ""Ed"" Glover"
Hungary,1906,Silver,Athletics,Lajos Gnczy (Grn-)
France,1906,Gold,Athletics,Fernand Gonder
Germany,1906,Silver,Cycling,Bruno Gtze
Germany,1906,Silver,Cycling,Max Gtze
Sweden,1906,Bronze,Tug-Of-War,Erik Gustaf Granfelt
Sweden,1906,Bronze,Tug-Of-War,Andreas Gustaf Grnberger
Sweden,1906,Bronze,Tug-Of-War,Johan Gustaf Anton Gustafsson
United States,1906,Gold,Athletics,"Charles Archibald ""Archie"" Hahn"
Hungary,1906,Gold,Swimming,Henrik Hajs (Guttmann-)
Great Britain,1906,Silver,Athletics,Wyndham Halswelle
Great Britain,1906,Bronze,Athletics,Wyndham Halswelle
Great Britain,1906,Gold,Athletics,Henry Courtenay Hawtrey
Great Britain,1906,Silver,Athletics,Alfred Hearn Healey
Australia,1906,Bronze,Swimming,Cecil Patrick Healy
Sweden,1906,Bronze,Athletics,Kristian Hellstrm
Great Britain,1906,Bronze,Swimming,William Henry
Germany,1906,Silver,Diving,Georg Hoffmann
Sweden,1906,Bronze,Tug-Of-War,Torsten Oswald Magnus Holmberg
Hungary,1906,Bronze,Wrestling,Ferenc Holubn
Great Britain,1906,Bronze,Swimming,John Arthur Jarvis
Great Britain,1906,Silver,Swimming,John Arthur Jarvis
Great Britain,1906,Bronze,Swimming,John Arthur Jarvis
Germany,1906,Gold,Tug-Of-War,Carl Kaltenbach
United States,1906,Bronze,Athletics,"Herbert William ""Bert"" Kerrigan"
Hungary,1906,Gold,Swimming,"Gza Kiss (Drippei-, -Klein)"
Germany,1906,Gold,Tug-Of-War,Josef Krmer
Germany,1906,Bronze,Cycling,Otto Kpferling
France,1906,Silver,Rowing,Pierre Antoine Marie Joseph Larran
Great Britain,1906,Gold,Athletics,"Cornelius ""Con"" Leahy"
Great Britain,1906,Silver,Athletics,"Cornelius ""Con"" Leahy"
United States,1906,Gold,Athletics,"Robert Grandison ""Bob"" Leavitt"
France,1906,Gold,Shooting,Maurice Marie Lecoq
France,1906,Bronze,Shooting,Maurice Marie Lecoq
France,1906,Bronze,Shooting,Maurice Marie Lecoq
Sweden,1906,Bronze,Tug-Of-War,Eric Otto Valdemar Lemming
Sweden,1906,Bronze,Athletics,Eric Otto Valdemar Lemming
Sweden,1906,Gold,Athletics,Eric Otto Valdemar Lemming
Sweden,1906,Bronze,Athletics,Eric Otto Valdemar Lemming
United States,1906,Silver,Athletics,"James Davies ""Jim"" Lightbody"
United States,1906,Gold,Athletics,"James Davies ""Jim"" Lightbody"
Sweden,1906,Silver,Athletics,Knut Andreas Lindberg
Canada,1906,Silver,Athletics,"Donald Stacey ""Don"" Linden"
Italy,1906,Silver,Shooting,Cesare Liverziani
France,1906,Bronze,Cycling,"Mathurin ""Edmond"" Luguet"
France,1906,Bronze,Shooting,Hermann Martin
France,1906,Bronze,Weightlifting,Alexandre Maspoli
Great Britain,1906,Gold,Cycling,"Thomas John ""Johnnie"" Matthews"
Great Britain,1906,Silver,Athletics,John McGough
Sweden,1906,Gold,Athletics,Hjalmar Stefanus Mellander
France,1906,Bronze,Cycling,Henri Menjou
Great Britain,1906,Gold,Shooting,Gerald Eustace Merlin
Great Britain,1906,Bronze,Shooting,Gerald Eustace Merlin
Great Britain,1906,Bronze,Shooting,Sidney Louis Walter Merlin
Great Britain,1906,Gold,Shooting,Sidney Louis Walter Merlin
France,1906,Gold,Fencing,Cyril Mohr
France,1906,Silver,Shooting,Lon Ernest Moreaux
France,1906,Gold,Shooting,Lon Ernest Moreaux
France,1906,Bronze,Shooting,Lon Ernest Moreaux
France,1906,Bronze,Shooting,Lon Ernest Moreaux
France,1906,Gold,Shooting,Lon Ernest Moreaux
United States,1906,Silver,Athletics,Fay R. Moulton
Hungary,1906,Bronze,Athletics,Istvn (Stefan) Mudin
Hungary,1906,Silver,Athletics,Istvn (Stefan) Mudin
Germany,1906,Silver,Athletics,Hermann Mller
Great Britain,1906,Silver,Fencing,Charles Edmund Newton Robinson
Sweden,1906,Bronze,Tug-Of-War,Karl Axel Patrik Norling
Great Britain,1906,Silver,Athletics,Peter O'Connor
Great Britain,1906,Gold,Athletics,Peter O'Connor
Hungary,1906,Gold,Swimming,Jzsef nody
Germany,1906,Silver,Swimming,Max Pape
France,1906,Gold,Gymnastics,Pierre Edmond Payss
France,1906,Gold,Gymnastics,Pierre Edmond Payss
Germany,1906,Gold,Fencing,Karl August Petri
Great Britain,1906,Gold,Cycling,"William James ""Billy"" Pett"
United States,1906,Gold,Athletics,Paul Henry Pilgrim
United States,1906,Gold,Athletics,Paul Henry Pilgrim
United States,1906,Gold,Athletics,Meyer Prinstein
Germany,1906,Silver,Swimming,Emil A. Rausch
Germany,1906,Gold,Tug-Of-War,Wilhelm Ritzenhoff
United States,1906,Silver,Athletics,Lawson Robertson
United States,1906,Bronze,Athletics,Lawson Robertson
Germany,1906,Gold,Tug-Of-War,Heinrich Rondi
Germany,1906,Bronze,Weightlifting,Heinrich Rondi
Great Britain,1906,Gold,Cycling,Arthur Rushen
Germany,1906,Silver,Swimming,Oskar Schiele
Germany,1906,Gold,Tug-Of-War,Heinrich Schneidereit
Germany,1906,Bronze,Weightlifting,Heinrich Schneidereit
Germany,1906,Bronze,Weightlifting,Heinrich Schneidereit
Germany,1906,Gold,Fencing,Robert Emil Schn
Great Britain,1906,Silver,Fencing,Edgar Isaac Seligman
United States,1906,Silver,Athletics,Martin Joseph Sheridan
United States,1906,Silver,Athletics,Martin Joseph Sheridan
United States,1906,Gold,Athletics,Martin Joseph Sheridan
United States,1906,Silver,Athletics,Martin Joseph Sheridan
United States,1906,Gold,Athletics,Martin Joseph Sheridan
Canada,1906,Gold,Athletics,"William John ""Billy"" Sherring"
Sweden,1906,Silver,Athletics,Vilhelm Bruno Sderstrm
Sweden,1906,Bronze,Athletics,Vilhelm Bruno Sderstrm
Sweden,1906,Silver,Athletics,"Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)"
Sweden,1906,Silver,Athletics,"Johan Frithiof Isidor ""John"" Svanberg (-Swanberg)"
Sweden,1906,Bronze,Tug-Of-War,Carl Gustaf Gunnar Svensson
Hungary,1906,Gold,Athletics,Gyrgy Sztantics
Great Britain,1906,Silver,Swimming,Henry Taylor
Great Britain,1906,Gold,Swimming,Henry Taylor
Great Britain,1906,Bronze,Swimming,Henry Taylor
Hungary,1906,Bronze,Fencing,Pter Tth
France,1906,Gold,Cycling,Fernand Vast
France,1906,Bronze,Cycling,Fernand Vast
France,1906,Bronze,Cycling,Fernand Vast
Italy,1906,Gold,Cycling,Francesco Verri
Italy,1906,Gold,Cycling,Francesco Verri
Italy,1906,Gold,Cycling,Francesco Verri
Hungary,1906,Silver,Swimming,Zoltn Imre dn von Halmay
Hungary,1906,Gold,Swimming,Zoltn Imre dn von Halmay
Sweden,1906,Silver,Shooting,Johan Hbner von Holst
Germany,1906,Gold,Tug-Of-War,Bruno Julius Wagner
Germany,1906,Gold,Diving,Gottlob Friedrich Walz
Sweden,1906,Bronze,Tug-Of-War,Claes Ture Wersll
Sweden,1908,Bronze,Tennis,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-)
Great Britain,1908,Gold,Athletics,"Timothy Joseph ""Tim"" Ahearne"
Great Britain,1908,Silver,Lacrosse,Gustav Bernhard Franck Alexander
France,1908,Gold,Fencing,Gaston Jules Louis Antoine Alibert
France,1908,Gold,Fencing,Gaston Jules Louis Antoine Alibert
Great Britain,1908,Gold,Shooting,Edward John Amoore
Great Britain,1908,Bronze,Shooting,Edward John Amoore
Great Britain,1908,Silver,Fencing,Edgar Montague Amphlett
Canada,1908,Bronze,Cycling,"William ""Will"" Anderson"
Sweden,1908,Silver,Wrestling,Olof Mauritz Andersson
Sweden,1908,Bronze,Water Polo,Robert Theodor Andersson
France,1908,Silver,Athletics,"Georges Ivan ""Go"" Andr (Monnard-)"
Canada,1908,Bronze,Cycling,"Walter Emanuel ""Walt"" Andrews"
Canada,1908,Bronze,Athletics,"Edward Blake ""Ed"" Archibald"
Sweden,1908,Silver,Shooting,Per-Olof Arvidsson
Sweden,1908,Gold,Gymnastics,Karl Gsta sbrink
Great Britain,1908,Bronze,Racquets,John Jacob Astor
France,1908,Gold,Cycling,Andr Auffray
France,1908,Bronze,Cycling,Andr Auffray
United States,1908,Gold,Shooting,Charles Sumner Axtell
United States,1908,Gold,Athletics,"Charles James Bacon, Jr."
Great Britain,1908,Gold,Wrestling,Stanley Vivian Bacon
Great Britain,1908,Gold,Football,Horace Peter Bailey
France,1908,Bronze,Shooting,Eugne Jean Franois Balme
Great Britain,1908,Bronze,Shooting,George Barnes
Great Britain,1908,Bronze,Wrestling,"Edward ""Ned"" Barrett"
Great Britain,1908,Gold,Cycling,Charles Henry Bartlett
Great Britain,1908,Silver,Swimming,Thomas Sydney Battersby
Canada,1908,Silver,Shooting,George Beattie
Canada,1908,Silver,Shooting,George Beattie
Great Britain,1908,Bronze,Wrestling,Fred Beck
Germany,1908,Silver,Diving,Kurt Edward Behrens
United States,1908,Gold,Shooting,Charles Sumner Benedict
France,1908,Gold,Fencing,Herman Georges Berger
Sweden,1908,Bronze,Water Polo,Erik Bergvall
Great Britain,1908,Gold,Football,Arthur Berry
Sweden,1908,Gold,Gymnastics,Carl Adolf Hjalmar Bertilsson
Italy,1908,Silver,Fencing,Marcello Bertinetti
Germany,1908,Gold,Swimming,Arno Bieberstein
United States,1908,Silver,Athletics,John Arthur Biller
Great Britain,1908,Gold,Rowing,"Henry Thomas ""Harry"" Blackstaffe"
Great Britain,1908,Bronze,Shooting,Maurice Blood
Hungary,1908,Bronze,Athletics,dn Bodor (Krausz-)
United States,1908,Silver,Athletics,George Valentine Bonhag
France,1908,Bronze,Shooting,Henri Edmond Bonnefoy
France,1908,Bronze,Athletics,Louis Victor Marie Bonniot de Fleurac
Great Britain,1908,Silver,Tennis,Penelope Dora Harvey Boothby (-Geen)
Sweden,1908,Bronze,Tennis,Wollmar Filip Bostrm
France,1908,Bronze,Athletics,Alexandre Franois tienne Jean Bouin
Italy,1908,Gold,Gymnastics,G. Alberto Braglia
Germany,1908,Bronze,Athletics,"Johannes ""Hanns"" Braun"
Germany,1908,Silver,Athletics,"Johannes ""Hanns"" Braun"
Canada,1908,Gold,Lacrosse,"Patrick Joseph ""Paddy"" Brennan"
Canada,1908,Bronze,Athletics,"Calvin David ""Cal"" Bricker"
Canada,1908,Gold,Lacrosse,"John Charles ""Jack"" Broderick"
Great Britain,1908,Bronze,Cycling,"Charles David ""Charlie"" Brooks"
Great Britain,1908,Silver,Archery,Reginald Brooks-King
Great Britain,1908,Bronze,Racquets,Henry Brougham
Great Britain,1908,Silver,Lacrosse,George Frederick Buckland
Germany,1908,Gold,Figure Skating,Heinrich Burger
France,1908,Bronze,Archery,Charles Gustave Cabaret
United States,1908,Gold,Shooting,Irving Romaro Calkins
Canada,1908,Gold,Lacrosse,"George Herrold ""Doc"" Campbell"
Great Britain,1908,Silver,Tennis,George Aristides Caridia (Karidias-)
Sweden,1908,Silver,Shooting,Gustaf Eric Carlberg
Sweden,1908,Silver,Shooting,Gustaf Vilhelm Carlberg
Great Britain,1908,Gold,Shooting,Arthur Ashton Carnell
United States,1908,Bronze,Athletics,"Nathaniel John ""Nate"" Cartmell"
United States,1908,Gold,Athletics,"Nathaniel John ""Nate"" Cartmell"
United States,1908,Silver,Shooting,Kellogg Kennon Venable Casey
United States,1908,Gold,Shooting,Kellogg Kennon Venable Casey
Italy,1908,Silver,Fencing,Sante Lorenzo Minotti Ceccherini
Sweden,1908,Gold,Gymnastics,Hjalmar Axel Fritz Cedercrona
Sweden,1908,Gold,Gymnastics,Andreas Cervin
Great Britain,1908,Gold,Football,Frederick William Chapman
United States,1908,Silver,Athletics,"Robert ""Bobby"" Cloughen"
Great Britain,1908,Gold,Athletics,William Coales
United States,1908,Silver,Athletics,Harvey Wright Cohn
France,1908,Bronze,Shooting,Paul Ren Colas
Great Britain,1908,Bronze,Shooting,Geoffrey Horsman Coles
France,1908,Gold,Fencing,Charles Edgar Collignon
Great Britain,1908,Silver,Boxing,"John ""Johnny"" Condon"
United States,1908,Gold,Athletics,"Edward Tiffin ""Ed"" Cook, Jr."
Great Britain,1908,Gold,Football,Walter Samuel Corbett
Great Britain,1908,Gold,Water Polo,George Thomson Cornet
Canada,1908,Bronze,Wrestling,Aubert Ct
France,1908,Bronze,Shooting,Albert Courquin
Canada,1908,Bronze,Shooting,Charles Robert Crowe
Great Britain,1908,Silver,Figure Skating,Arthur Warren Jack Cumming
Great Britain,1908,Silver,Fencing,Cyrus Leaf Daniell
United States,1908,Gold,Swimming,"Charles Meldrum ""Charlie"" Daniels"
United States,1908,Bronze,Swimming,"Charles Meldrum ""Charlie"" Daniels"
France,1908,Bronze,Shooting,"Marie Joseph ""Raoul"" le Borgne de Boigne"
Great Britain,1908,Gold,Wrestling,George Frederick William de Relwyskow
Great Britain,1908,Silver,Wrestling,George Frederick William de Relwyskow
Great Britain,1908,Gold,Athletics,"Joseph Edmund ""Joe"" Deakin"
Sweden,1908,Gold,Gymnastics,Rudolf Reinhold Degermark
France,1908,Silver,Cycling,mile Joseph Demangel
Great Britain,1908,Silver,Cycling,Charles A. Denny
Great Britain,1908,Gold,Swimming,"John Henry ""Rob"" Derbyshire"
United States,1908,Gold,Shooting,John A. Dietz
Canada,1908,Gold,Lacrosse,"Angus F. ""Gus"" Dillon"
Canada,1908,Gold,Lacrosse,"Francis Joseph ""Frank"" Dixon"
Great Britain,1908,Silver,Archery,"Charlotte ""Lottie"" Dod"
Great Britain,1908,Gold,Archery,William Dod
United States,1908,Gold,Wrestling,George Stuart Dole
Great Britain,1908,Gold,Boxing,John William Henry Tyler Douglas
France,1908,Bronze,Athletics,Joseph tienne Drher
Canada,1908,Gold,Lacrosse,Richard Louis Duckett
United States,1908,Silver,Athletics,Gayle Albert Dull
Great Britain,1908,Silver,Lacrosse,Eric Ogden Dutton
Canada,1908,Bronze,Shooting,William Merrill Eastcott
Great Britain,1908,Gold,Tennis,Gladys Shirley Eastlake-Smith (-Lamplough)
United States,1908,Gold,Shooting,Ivan Leclare Eastman
Great Britain,1908,Bronze,Tennis,Wilberforce Vaughan Eaves
Germany,1908,Silver,Athletics,Hans Eicke
United States,1908,Bronze,Athletics,John Lincoln Eisele
United States,1908,Silver,Athletics,John Lincoln Eisele
Great Britain,1908,Bronze,Shooting,William Ellicott
Great Britain,1908,Silver,Shooting,William Ellicott
Great Britain,1908,Silver,Boxing,"Sidney Clifton Horace ""Sid"" Evans"
Canada,1908,Gold,Shooting,Walter Hamilton Ewing
Canada,1908,Silver,Shooting,Walter Hamilton Ewing
United States,1908,Gold,Athletics,"Raymond Clarence ""Ray"" Ewry"
United States,1908,Gold,Athletics,"Raymond Clarence ""Ray"" Ewry"
France,1908,Bronze,Athletics,Armand Alexandre Fayollat
United States,1908,Gold,Athletics,John Joseph Flanagan
Great Britain,1908,Gold,Shooting,John Francis Fleming
Canada,1908,Silver,Shooting,Mylie E. Fletcher
Sweden,1908,Gold,Gymnastics,Carl Wilhelm Folcker
Hungary,1908,Gold,Fencing,Dezs Fldes
United States,1908,Bronze,Athletics,"Joseph ""Joe"" Forshaw, Jr."
Sweden,1908,Gold,Gymnastics,Sven Otto Forssman
Great Britain,1908,Gold,Water Polo,Charles Eric Forsyth
Great Britain,1908,Gold,Swimming,"William ""Willie"" Foster"
Germany,1908,Silver,Tennis,Otto Froitzheim
Hungary,1908,Gold,Fencing,Jen Fuchs (-Fekete)
Hungary,1908,Gold,Fencing,Jen Fuchs (-Fekete)
Great Britain,1908,Silver,Shooting,Arthur George Fulton
United States,1908,Bronze,Diving,George William Gaidzik
United States,1908,Silver,Athletics,"John Carlyle ""Johnny"" Garrels"
United States,1908,Bronze,Athletics,"John Carlyle ""Johnny"" Garrels"
Hungary,1908,Gold,Fencing,Oszkr Gerde
United States,1908,Silver,Athletics,Merritt Hayward Giffin
United States,1908,Gold,Athletics,"Alfred Carleton ""A. C."" Gilbert"
Great Britain,1908,Bronze,Wrestling,Arthur Gingell
United States,1908,Bronze,Swimming,"Leo Joseph ""Budd"" Goodwin"
Great Britain,1908,Gold,Tennis,"Arthur William Charles ""Wentworth"" Gore"
United States,1908,Bronze,Shooting,"James Edward ""Jim"" Gorman"
United States,1908,Gold,Shooting,"James Edward ""Jim"" Gorman"
